filename,width,height,class,xmin,ymin,xmax,ymax
2008_001402_jpg.rf.01bd08960d04d1429957dd83e7c81910.jpg,333,500,bicycle,114,278,242,481
FudanPed00065_png.rf.9500e3d410c2fc8aacdc176198f76c9d.jpg,504,411,Pedestrians,31,73,135,385
FudanPed00065_png.rf.9500e3d410c2fc8aacdc176198f76c9d.jpg,504,411,Pedestrians,148,76,239,384
FudanPed00065_png.rf.9500e3d410c2fc8aacdc176198f76c9d.jpg,504,411,Pedestrians,234,83,319,395
FudanPed00065_png.rf.9500e3d410c2fc8aacdc176198f76c9d.jpg,504,411,Pedestrians,337,84,409,354
2008_003598_jpg.rf.c6e6b1c7f5bc934e98ffa5d50dd5a613.jpg,288,192,person,3,31,271,182
2009_000546_jpg.rf.cf6fa14b60c9fb5797b30ffded7c76be.jpg,500,333,bottle,165,158,209,316
2009_000546_jpg.rf.cf6fa14b60c9fb5797b30ffded7c76be.jpg,500,333,bottle,122,142,143,224
2009_000546_jpg.rf.cf6fa14b60c9fb5797b30ffded7c76be.jpg,500,333,person,260,60,499,332
2009_000546_jpg.rf.cf6fa14b60c9fb5797b30ffded7c76be.jpg,500,333,person,231,88,356,245
2009_000546_jpg.rf.cf6fa14b60c9fb5797b30ffded7c76be.jpg,500,333,person,1,34,139,332
2009_000546_jpg.rf.cf6fa14b60c9fb5797b30ffded7c76be.jpg,500,333,diningtable,42,228,333,332
2009_000546_jpg.rf.cf6fa14b60c9fb5797b30ffded7c76be.jpg,500,333,diningtable,75,180,170,236
2009_000546_jpg.rf.cf6fa14b60c9fb5797b30ffded7c76be.jpg,500,333,person,183,83,260,232
2009_000546_jpg.rf.cf6fa14b60c9fb5797b30ffded7c76be.jpg,500,333,bottle,162,158,181,298
2018-05-03_14-31-56-065627_leftImg8bit_jpg.rf.3c70024892c641ec5d7da722165434ca.jpg,1920,1080,high,1737,393,1920,1080
2018-05-03_14-31-56-065627_leftImg8bit_jpg.rf.3c70024892c641ec5d7da722165434ca.jpg,1920,1080,high,234,493,416,1070
2018-05-03_14-31-56-065627_leftImg8bit_jpg.rf.3c70024892c641ec5d7da722165434ca.jpg,1920,1080,high,157,674,299,1067
2018-05-03_14-31-56-065627_leftImg8bit_jpg.rf.3c70024892c641ec5d7da722165434ca.jpg,1920,1080,high,1,511,184,1080
2018-05-03_14-31-56-065627_leftImg8bit_jpg.rf.3c70024892c641ec5d7da722165434ca.jpg,1920,1080,high,311,519,441,886
2018-05-03_14-31-56-065627_leftImg8bit_jpg.rf.3c70024892c641ec5d7da722165434ca.jpg,1920,1080,high,67,524,170,713
2018-05-03_14-31-56-065627_leftImg8bit_jpg.rf.3c70024892c641ec5d7da722165434ca.jpg,1920,1080,medium,1001,471,1050,569
001054_jpg.rf.82a74d695029f2edfc0d5977259b14a9.jpg,500,332,helmet,189,91,225,135
001054_jpg.rf.82a74d695029f2edfc0d5977259b14a9.jpg,500,332,helmet,337,59,368,100
001054_jpg.rf.82a74d695029f2edfc0d5977259b14a9.jpg,500,332,helmet,473,147,499,172
001054_jpg.rf.82a74d695029f2edfc0d5977259b14a9.jpg,500,332,person,131,93,226,277
001054_jpg.rf.82a74d695029f2edfc0d5977259b14a9.jpg,500,332,person,329,62,408,235
001054_jpg.rf.82a74d695029f2edfc0d5977259b14a9.jpg,500,332,person,468,148,500,221
2008_001401_jpg.rf.5bb5de6318d84a8ebca959693c824f73.jpg,500,375,person,87,46,283,374
2008_001401_jpg.rf.5bb5de6318d84a8ebca959693c824f73.jpg,500,375,person,271,89,499,374
2008_001401_jpg.rf.5bb5de6318d84a8ebca959693c824f73.jpg,500,375,tvmonitor,369,126,499,239
2010_002400_jpg.rf.28673d065ba9aa369b3444dd0777dfbe.jpg,500,375,diningtable,0,285,498,374
2010_002400_jpg.rf.28673d065ba9aa369b3444dd0777dfbe.jpg,500,375,chair,340,155,422,287
2010_002400_jpg.rf.28673d065ba9aa369b3444dd0777dfbe.jpg,500,375,chair,446,145,499,247
2010_002400_jpg.rf.28673d065ba9aa369b3444dd0777dfbe.jpg,500,375,chair,416,144,447,212
2010_002400_jpg.rf.28673d065ba9aa369b3444dd0777dfbe.jpg,500,375,chair,314,147,368,202
2010_002400_jpg.rf.28673d065ba9aa369b3444dd0777dfbe.jpg,500,375,chair,138,152,190,192
2010_002400_jpg.rf.28673d065ba9aa369b3444dd0777dfbe.jpg,500,375,chair,111,157,182,220
2010_002400_jpg.rf.28673d065ba9aa369b3444dd0777dfbe.jpg,500,375,person,154,66,388,295
O8OEYK11CI5G_jpg.rf.78862968c6e2b8d1d9e099333b78d2be.jpg,500,375,forklift,60,0,494,370
O8OEYK11CI5G_jpg.rf.78862968c6e2b8d1d9e099333b78d2be.jpg,500,375,person,383,137,446,240
third_059_png_jpg.rf.bdffc4901a8da444347d7ae6f5e8e1d4.jpg,1280,720,person,582,103,599,144
2010_005585_jpg.rf.366d5e2f6c67742ed6b5a7c516d104ce.jpg,371,500,dog,102,203,285,499
2010_005585_jpg.rf.366d5e2f6c67742ed6b5a7c516d104ce.jpg,371,500,person,0,0,349,499
2010_005585_jpg.rf.366d5e2f6c67742ed6b5a7c516d104ce.jpg,371,500,chair,270,319,322,388
2008_003379_jpg.rf.4311ea4517f2f9145211a074a0ce77f2.jpg,500,333,horse,82,86,324,286
2008_003379_jpg.rf.4311ea4517f2f9145211a074a0ce77f2.jpg,500,333,person,188,31,263,186
fourth_069_png_jpg.rf.9e31abd936ff3d823c0d55437e277db0.jpg,1280,720,person,1011,105,1050,218
fourth_069_png_jpg.rf.9e31abd936ff3d823c0d55437e277db0.jpg,1280,720,person,1143,95,1172,188
fourth_069_png_jpg.rf.9e31abd936ff3d823c0d55437e277db0.jpg,1280,720,person,1070,79,1097,171
fourth_069_png_jpg.rf.9e31abd936ff3d823c0d55437e277db0.jpg,1280,720,person,1038,79,1071,175
fourth_069_png_jpg.rf.9e31abd936ff3d823c0d55437e277db0.jpg,1280,720,person,1096,79,1131,184
fourth_069_png_jpg.rf.9e31abd936ff3d823c0d55437e277db0.jpg,1280,720,person,616,216,664,296
fourth_069_png_jpg.rf.9e31abd936ff3d823c0d55437e277db0.jpg,1280,720,person,988,56,1010,96
2008_003380_jpg.rf.7f939b83214a440847678d8e39b88e39.jpg,500,333,horse,250,185,298,213
2008_003380_jpg.rf.7f939b83214a440847678d8e39b88e39.jpg,500,333,person,269,178,283,204
fourth_043_png_jpg.rf.6d217d4ae060a194eb5125ad82762b85.jpg,1280,720,person,184,436,289,626
fourth_043_png_jpg.rf.6d217d4ae060a194eb5125ad82762b85.jpg,1280,720,person,610,213,660,295
fourth_043_png_jpg.rf.6d217d4ae060a194eb5125ad82762b85.jpg,1280,720,person,680,94,713,218
fourth_043_png_jpg.rf.6d217d4ae060a194eb5125ad82762b85.jpg,1280,720,person,1016,75,1039,98
fourth_043_png_jpg.rf.6d217d4ae060a194eb5125ad82762b85.jpg,1280,720,person,975,62,991,97
2008_003768_jpg.rf.fed98d5dacb30fd8bd6116569d0cf517.jpg,500,343,bicycle,77,134,369,342
2008_003768_jpg.rf.fed98d5dacb30fd8bd6116569d0cf517.jpg,500,343,pottedplant,391,182,499,290
2008_003768_jpg.rf.fed98d5dacb30fd8bd6116569d0cf517.jpg,500,343,pottedplant,0,158,81,306
2008_003768_jpg.rf.fed98d5dacb30fd8bd6116569d0cf517.jpg,500,343,person,202,7,277,341
0015600_jpg.rf.125e547c9ba8b93f4f9d0ab7b9ebee33.jpg,1280,964,low,276,518,340,685
2010_003856_jpg.rf.eac3ff659b51fa68a0b4aebec21eaa95.jpg,500,375,person,11,129,54,212
2010_003856_jpg.rf.eac3ff659b51fa68a0b4aebec21eaa95.jpg,500,375,person,67,124,100,217
2010_003856_jpg.rf.eac3ff659b51fa68a0b4aebec21eaa95.jpg,500,375,motorbike,179,169,459,335
2008_003384_jpg.rf.61408aee66588dffddb0a5bac28e3122.jpg,375,500,person,41,36,313,499
2009_000604_jpg.rf.a1b313dc9aeb562b01b81f69cfd82f69.jpg,500,375,chair,10,0,167,167
2009_000604_jpg.rf.a1b313dc9aeb562b01b81f69cfd82f69.jpg,500,375,chair,0,124,201,366
2009_000604_jpg.rf.a1b313dc9aeb562b01b81f69cfd82f69.jpg,500,375,person,253,113,475,263
2009_002621_jpg.rf.9d815ef6b6894cc305003ef6b9f9ba61.jpg,500,368,bus,9,43,392,280
2009_002621_jpg.rf.9d815ef6b6894cc305003ef6b9f9ba61.jpg,500,368,car,0,176,52,271
2009_002621_jpg.rf.9d815ef6b6894cc305003ef6b9f9ba61.jpg,500,368,person,417,168,444,246
2009_002621_jpg.rf.9d815ef6b6894cc305003ef6b9f9ba61.jpg,500,368,person,473,162,499,236
2009_002621_jpg.rf.9d815ef6b6894cc305003ef6b9f9ba61.jpg,500,368,person,457,178,476,236
2009_002621_jpg.rf.9d815ef6b6894cc305003ef6b9f9ba61.jpg,500,368,person,434,154,461,239
2008_003394_jpg.rf.b0cafa3a7d8b041d8becc3e2924eedf1.jpg,500,375,motorbike,0,0,499,374
9KJVN6G84JL2_jpg.rf.d512ddc411e563c389ee782ea0daf998.jpg,500,375,person,174,119,251,212
9KJVN6G84JL2_jpg.rf.d512ddc411e563c389ee782ea0daf998.jpg,500,375,forklift,123,85,358,286
2008_002955_jpg.rf.217b26fd6d814c1d90fb275afcb7f4cf.jpg,500,333,person,223,127,337,285
2008_002955_jpg.rf.217b26fd6d814c1d90fb275afcb7f4cf.jpg,500,333,motorbike,24,93,263,305
images-22-_jpg.rf.02bfe87333ecb0b0580241d380e05447.jpg,300,168,high,70,55,131,168
images-22-_jpg.rf.02bfe87333ecb0b0580241d380e05447.jpg,300,168,high,255,32,293,168
2008_003510_jpg.rf.ea50b9c86b058b980b4272a1ae41f3de.jpg,500,375,person,15,96,170,374
2008_003510_jpg.rf.ea50b9c86b058b980b4272a1ae41f3de.jpg,500,375,person,281,79,499,374
2008_003510_jpg.rf.ea50b9c86b058b980b4272a1ae41f3de.jpg,500,375,person,196,124,344,374
2008_003439_jpg.rf.8e81b44a8a5d8d03b328d86defe1de12.jpg,500,389,bird,148,51,276,342
2008_001405_jpg.rf.97264cb70fdcd2b6509fc9b8af5fc1c6.jpg,500,375,bottle,172,14,269,364
HPMATMGB7XCS_jpg.rf.32206b9696d5c6f03168e242057dad48.jpg,500,375,forklift,135,57,368,351
001020_r_jpg.rf.a10e4e27179a33ca585ef143a544435c.jpg,1280,964,high,622,404,633,436
001020_r_jpg.rf.a10e4e27179a33ca585ef143a544435c.jpg,1280,964,medium,600,403,611,437
001020_r_jpg.rf.a10e4e27179a33ca585ef143a544435c.jpg,1280,964,medium,1054,426,1118,655
2009_002525_jpg.rf.3ae3197f3d8359e58791b9cc745bbc63.jpg,500,333,bird,186,131,259,272
PH2LGQ76AMCK_jpg.rf.be67711ae478b62f7e0860a53d0a4342.jpg,500,332,forklift,117,16,423,306
2008_001391_jpg.rf.e510b141e9b8e5a125bf3f431d4409ec.jpg,500,389,person,190,16,499,388
2008_003386_jpg.rf.1a44d31e397fd1dc580d7f8de1e589f6.jpg,500,381,cat,114,5,493,380
point03_72_png_jpg.rf.289d7dbc84f8f874f04dda82b3d2711c.jpg,1280,720,person,593,177,721,572
point03_72_png_jpg.rf.289d7dbc84f8f874f04dda82b3d2711c.jpg,1280,720,person,543,0,578,113
2008_005315_jpg.rf.38f07769ade76d8260563d180bd382a6.jpg,400,300,boat,303,69,399,97
2008_005315_jpg.rf.38f07769ade76d8260563d180bd382a6.jpg,400,300,person,76,78,192,299
2008_005315_jpg.rf.38f07769ade76d8260563d180bd382a6.jpg,400,300,person,80,34,244,295
2008_003395_jpg.rf.cf9ad4fc058a52ea5458b9774596271e.jpg,375,500,person,122,302,230,496
2008_003395_jpg.rf.cf9ad4fc058a52ea5458b9774596271e.jpg,375,500,bicycle,112,371,263,496
2009_002626_jpg.rf.07c6993fe9a8e6231b3353291480717c.jpg,500,334,bus,0,170,72,274
2009_002585_jpg.rf.8da111d416c00c93cce49bce9fe815b2.jpg,334,500,chair,31,70,275,435
2009_002568_jpg.rf.8e5b67d00c40e2774a968365a3288d4d.jpg,500,333,train,64,63,474,303
2010_003878_jpg.rf.f1120e1503b142a221face85691dc7c8.jpg,500,338,boat,11,228,405,302
2010_003878_jpg.rf.f1120e1503b142a221face85691dc7c8.jpg,500,338,person,80,191,139,269
2010_003878_jpg.rf.f1120e1503b142a221face85691dc7c8.jpg,500,338,person,151,213,209,266
2010_003878_jpg.rf.f1120e1503b142a221face85691dc7c8.jpg,500,338,person,254,179,318,259
2008_001513_jpg.rf.8f712a5ea4b3276e8f1a3f3897b9e01e.jpg,500,375,cat,98,103,453,286
2009_002595_jpg.rf.78ef7f1ff12bdb32981553fc8e7fecc3.jpg,500,317,motorbike,277,124,499,314
2009_002595_jpg.rf.78ef7f1ff12bdb32981553fc8e7fecc3.jpg,500,317,person,230,35,326,301
2009_002595_jpg.rf.78ef7f1ff12bdb32981553fc8e7fecc3.jpg,500,317,person,77,33,215,295
2009_002595_jpg.rf.78ef7f1ff12bdb32981553fc8e7fecc3.jpg,500,317,motorbike,11,136,227,311
2008_003856_jpg.rf.7a64a13e55a9abb5aca287ccd4e52c03.jpg,500,375,person,95,124,339,374
2008_003856_jpg.rf.7a64a13e55a9abb5aca287ccd4e52c03.jpg,500,375,aeroplane,19,176,70,187
fourth_071_png_jpg.rf.1548b4e040f98de80710f51c3148f44e.jpg,1280,720,person,809,282,883,470
fourth_071_png_jpg.rf.1548b4e040f98de80710f51c3148f44e.jpg,1280,720,person,900,304,975,510
fourth_071_png_jpg.rf.1548b4e040f98de80710f51c3148f44e.jpg,1280,720,person,617,214,664,297
fourth_071_png_jpg.rf.1548b4e040f98de80710f51c3148f44e.jpg,1280,720,person,679,152,726,212
fourth_071_png_jpg.rf.1548b4e040f98de80710f51c3148f44e.jpg,1280,720,person,984,58,1011,98
2010_002853_jpg.rf.6dcb24299ec1b87244d202ce438a0168.jpg,375,500,person,282,150,353,312
2010_002853_jpg.rf.6dcb24299ec1b87244d202ce438a0168.jpg,375,500,person,61,83,175,202
2010_002625_jpg.rf.c201cceb9c628b1a38460fda8f77fa8d.jpg,500,400,person,165,0,499,399
2010_002625_jpg.rf.c201cceb9c628b1a38460fda8f77fa8d.jpg,500,400,cat,0,117,212,323
2008_003406_jpg.rf.37eed087eacb4a2e1a0e6b9559e798ea.jpg,500,375,person,370,310,391,371
2008_003406_jpg.rf.37eed087eacb4a2e1a0e6b9559e798ea.jpg,500,375,person,76,275,99,319
ala_017_png_jpg.rf.bb4ba315f90710ccec79fe75cf09dc1c.jpg,1280,720,person,933,193,975,301
ala_017_png_jpg.rf.bb4ba315f90710ccec79fe75cf09dc1c.jpg,1280,720,person,266,155,301,227
ala_010_png_jpg.rf.3c48039a7899f19bdd09c5cbfc6c8e97.jpg,1280,720,face,1248,206,1258,221
ala_010_png_jpg.rf.3c48039a7899f19bdd09c5cbfc6c8e97.jpg,1280,720,person,1225,200,1275,325
ala_010_png_jpg.rf.3c48039a7899f19bdd09c5cbfc6c8e97.jpg,1280,720,person,668,68,681,113
ala_010_png_jpg.rf.3c48039a7899f19bdd09c5cbfc6c8e97.jpg,1280,720,person,650,73,665,115
DWW0BQXCK5CS_jpg.rf.cf7ad07c15cbb5182e46fd7492fed2d8.jpg,500,375,forklift,271,214,308,268
DWW0BQXCK5CS_jpg.rf.cf7ad07c15cbb5182e46fd7492fed2d8.jpg,500,375,forklift,158,205,255,287
DWW0BQXCK5CS_jpg.rf.cf7ad07c15cbb5182e46fd7492fed2d8.jpg,500,375,forklift,357,230,414,284
DWW0BQXCK5CS_jpg.rf.cf7ad07c15cbb5182e46fd7492fed2d8.jpg,500,375,forklift,325,238,375,293
DWW0BQXCK5CS_jpg.rf.cf7ad07c15cbb5182e46fd7492fed2d8.jpg,500,375,forklift,244,240,277,297
DWW0BQXCK5CS_jpg.rf.cf7ad07c15cbb5182e46fd7492fed2d8.jpg,500,375,forklift,288,239,336,303
2010_004332_jpg.rf.a6d5dd894a011a966bf96ea2109b4062.jpg,500,375,sheep,0,167,282,363
2010_004332_jpg.rf.a6d5dd894a011a966bf96ea2109b4062.jpg,500,375,person,274,55,418,274
2010_004332_jpg.rf.a6d5dd894a011a966bf96ea2109b4062.jpg,500,375,person,277,102,401,326
2010_003248_jpg.rf.7ac52f6008ec690780156c771e308b85.jpg,500,375,chair,458,257,499,326
2010_003248_jpg.rf.7ac52f6008ec690780156c771e308b85.jpg,500,375,person,236,126,467,358
2010_003248_jpg.rf.7ac52f6008ec690780156c771e308b85.jpg,500,375,person,0,139,232,362
2010_003248_jpg.rf.7ac52f6008ec690780156c771e308b85.jpg,500,375,diningtable,190,204,277,287
2010_003248_jpg.rf.7ac52f6008ec690780156c771e308b85.jpg,500,375,person,0,126,81,221
2010_003248_jpg.rf.7ac52f6008ec690780156c771e308b85.jpg,500,375,person,76,131,126,177
2010_003248_jpg.rf.7ac52f6008ec690780156c771e308b85.jpg,500,375,person,1,88,19,120
2010_003248_jpg.rf.7ac52f6008ec690780156c771e308b85.jpg,500,375,person,176,92,200,123
2009_002559_jpg.rf.05811c3ad53537ce4ed293fe1bae31a2.jpg,500,333,bird,245,139,305,183
2009_002559_jpg.rf.05811c3ad53537ce4ed293fe1bae31a2.jpg,500,333,bird,65,107,121,141
2010_006145_jpg.rf.cd4e704af9e0ca0ec3f2b877fcb3883d.jpg,500,375,person,51,82,274,374
FudanPed00067_png.rf.e991d317ee5d1b02aedaf7f2bf512cf0.jpg,453,416,Pedestrians,62,76,186,374
2008_001455_jpg.rf.1f3559c23639dd7a3a3ec21bd52dddc3.jpg,333,500,person,154,12,332,412
2008_001455_jpg.rf.1f3559c23639dd7a3a3ec21bd52dddc3.jpg,333,500,person,2,1,208,403
2008_001413_jpg.rf.190e1bcfcb6250212b20c2e20e210a59.jpg,500,375,diningtable,204,145,499,374
2008_001413_jpg.rf.190e1bcfcb6250212b20c2e20e210a59.jpg,500,375,person,64,40,333,374
2010_002128_jpg.rf.6b54d95fbd4fc41a9fae6a0ddfcc3d6a.jpg,500,375,motorbike,107,172,396,360
2010_002128_jpg.rf.6b54d95fbd4fc41a9fae6a0ddfcc3d6a.jpg,500,375,person,159,78,238,366
2010_002128_jpg.rf.6b54d95fbd4fc41a9fae6a0ddfcc3d6a.jpg,500,375,person,103,53,224,263
2010_005527_jpg.rf.518032e418a6542a9de0e5a4fecfb667.jpg,500,302,bus,126,118,342,256
2010_005527_jpg.rf.518032e418a6542a9de0e5a4fecfb667.jpg,500,302,bus,0,159,52,198
2010_005527_jpg.rf.518032e418a6542a9de0e5a4fecfb667.jpg,500,302,person,0,192,18,254
2010_005527_jpg.rf.518032e418a6542a9de0e5a4fecfb667.jpg,500,302,person,19,174,40,224
2010_005527_jpg.rf.518032e418a6542a9de0e5a4fecfb667.jpg,500,302,person,38,183,60,225
2010_005527_jpg.rf.518032e418a6542a9de0e5a4fecfb667.jpg,500,302,person,472,183,499,273
2010_005527_jpg.rf.518032e418a6542a9de0e5a4fecfb667.jpg,500,302,person,457,174,479,262
2008_003359_jpg.rf.bb662248b8418be78378fc319ab7f2af.jpg,500,375,person,111,96,259,374
X1301M7WYHN4_jpg.rf.f1001302781f06f532b56f98afbe6e52.jpg,500,375,person,235,112,277,182
X1301M7WYHN4_jpg.rf.f1001302781f06f532b56f98afbe6e52.jpg,500,375,forklift,169,88,484,273
2008_003443_jpg.rf.6ef561174e0d64eb04d7b97ff62a59d1.jpg,500,333,dog,0,42,499,332
point01_108_png_jpg.rf.c1508bee4d8d17738451fa4b726cd4f0.jpg,1280,720,person,817,235,926,533
point01_108_png_jpg.rf.c1508bee4d8d17738451fa4b726cd4f0.jpg,1280,720,person,515,174,561,235
2010_004921_jpg.rf.9586dec6aed11eaa354c7f14e94e843c.jpg,500,288,bicycle,194,179,263,234
2010_004921_jpg.rf.9586dec6aed11eaa354c7f14e94e843c.jpg,500,288,bicycle,455,165,499,211
2010_004921_jpg.rf.9586dec6aed11eaa354c7f14e94e843c.jpg,500,288,person,213,151,246,218
2010_004921_jpg.rf.9586dec6aed11eaa354c7f14e94e843c.jpg,500,288,person,469,145,499,207
ala_013_png_jpg.rf.01ff24a21eb56192d216c309f53478ed.jpg,1280,720,person,237,239,283,361
ala_013_png_jpg.rf.01ff24a21eb56192d216c309f53478ed.jpg,1280,720,person,807,146,833,223
2009_002558_jpg.rf.bbee887b8c3278fd5532377f58ab4405.jpg,500,334,chair,132,202,206,294
2009_002558_jpg.rf.bbee887b8c3278fd5532377f58ab4405.jpg,500,334,sofa,215,203,420,330
2009_002558_jpg.rf.bbee887b8c3278fd5532377f58ab4405.jpg,500,334,chair,389,252,499,333
2008_003039_jpg.rf.5b8c8ccd2803c8c0d282a1f69091452b.jpg,334,500,person,85,79,314,499
2010_005515_jpg.rf.9bf2cae9623d00ca94ef7f4023d7e493.jpg,500,375,person,433,168,450,208
2010_005515_jpg.rf.9bf2cae9623d00ca94ef7f4023d7e493.jpg,500,375,person,77,174,110,238
